title,year_text,price,mileage,Գին_USD,Տարեթիվ,Վազք,Մակնիշ,Մեքենայի_տարիք
Nissan Kicks,2019,$ 11 400,45300 մղոն,11400.0,2019.0,45300.0,Nissan,6.0
Mercedes-Benz Viano,2005,$ 9 400,216000 կմ,9400.0,2005.0,216000.0,Mercedes-Benz,20.0
BMW 316,1999,$ 4 800,245000 կմ,4800.0,1999.0,245000.0,BMW,26.0
Hyundai Elantra,2021,$ 15 800,52000 կմ,15800.0,2021.0,52000.0,Hyundai,4.0
Nissan Sentra,2019,$ 2 200,47463 մղոն,2200.0,2019.0,47463.0,Nissan,6.0
Nissan Leaf,2019,$ 3 400,59824 մղոն,3400.0,2019.0,59824.0,Nissan,6.0
Nissan Leaf,2021,$ 4 700,15300 մղոն,4700.0,2021.0,15300.0,Nissan,4.0
Nissan Sentra,2019,$ 2 000,75300 մղոն,2000.0,2019.0,75300.0,Nissan,6.0
Chevrolet Volt,2017,$ 3 000,93578 մղոն,3000.0,2017.0,93578.0,Chevrolet,8.0
BMW i3,2019,$ 5 800,15305 մղոն,5800.0,2019.0,15305.0,BMW,6.0
Nissan Sentra,2019,$ 1 800,70352 մղոն,1800.0,2019.0,70352.0,Nissan,6.0
Audi e-tron,2021,$ 14 700,18792 մղոն,14700.0,2021.0,18792.0,Audi,4.0
Toyota Camry,2022,$ 8 000,27111 մղոն,8000.0,2022.0,27111.0,Toyota,3.0
Toyota Camry,2023,$ 8 500,53207 մղոն,8500.0,2023.0,53207.0,Toyota,2.0
Toyota Camry,2024,$ 9 000,30359 մղոն,9000.0,2024.0,30359.0,Toyota,1.0
Hyundai Elantra,2023,$ 6 700,23767 մղոն,6700.0,2023.0,23767.0,Hyundai,2.0
Toyota Camry,2024,$ 10 000,61105 մղոն,10000.0,2024.0,61105.0,Toyota,1.0
Hyundai Elantra,2024,$ 9 000,47059 կմ,9000.0,2024.0,47059.0,Hyundai,1.0
Nissan Juke,2015,$ 12 000,72000 մղոն,12000.0,2015.0,72000.0,Nissan,10.0
Hyundai Elantra,2020,$ 3 000,55824 մղոն,3000.0,2020.0,55824.0,Hyundai,5.0
Hyundai Elantra,2024,$ 7 500,34756 մղոն,7500.0,2024.0,34756.0,Hyundai,1.0
Nissan Rogue,2016,$ 11 000,100000 մղոն,11000.0,2016.0,100000.0,Nissan,9.0
BMW X5,2019,$ 47 700,43000 կմ,47700.0,2019.0,43000.0,BMW,6.0
BMW X5 M,2024,$ 46 000,17190 մղոն,46000.0,2024.0,17190.0,BMW,1.0
Hyundai Elantra,2020,$ 2 700,60229 մղոն,2700.0,2020.0,60229.0,Hyundai,5.0
Jeep Grand Cherokee,2020,$ 12 000,73670 մղոն,12000.0,2020.0,73670.0,Jeep,5.0
Jeep Grand Cherokee,2019,$ 10 000,64395 մղոն,10000.0,2019.0,64395.0,Jeep,6.0
Honda Pilot,2024,$ 17 000,14883 մղոն,17000.0,2024.0,14883.0,Honda,1.0
Jeep Compass,2025,$ 10 000,14439 կմ,10000.0,2025.0,14439.0,Jeep,0.0
Honda CR-V,2024,$ 14 500,31047 մղոն,14500.0,2024.0,31047.0,Honda,1.0
Jeep Grand Cherokee,2021,$ 9 000,51437 մղոն,9000.0,2021.0,51437.0,Jeep,4.0
Jeep Compass,2020,$ 3 700,41109 մղոն,3700.0,2020.0,41109.0,Jeep,5.0
Nissan Sentra,2019,$ 2 200,133266 մղոն,2200.0,2019.0,133266.0,Nissan,6.0
Jeep Compass,2024,$ 8 000,37616 մղոն,8000.0,2024.0,37616.0,Jeep,1.0
Tesla Model Y,2021,$ 24 500,80000 կմ,24500.0,2021.0,80000.0,Tesla,4.0
Jeep Compass,2020,$ 4 000,31321 մղոն,4000.0,2020.0,31321.0,Jeep,5.0
Jeep Compass,2022,$ 6 800,76665 մղոն,6800.0,2022.0,76665.0,Jeep,3.0
Audi e-tron,2021,$ 14 500,31717 մղոն,14500.0,2021.0,31717.0,Audi,4.0
Audi e-tron,2021,$ 13 300,48271 մղոն,13300.0,2021.0,48271.0,Audi,4.0
Toyota Rav 4,2024,$ 28 500,7700 մղոն,28500.0,2024.0,7700.0,Toyota,1.0
Ford F150,2007,$ 13 500,129000 մղոն,13500.0,2007.0,129000.0,Ford,18.0
Land Rover Range Rover Sport,2017,$ 45 000,37000 մղոն,45000.0,2017.0,37000.0,Land,8.0
Honda Accord,2020,$ 21 800,45000 մղոն,21800.0,2020.0,45000.0,Honda,5.0
Nissan Rogue,2018,$ 13 900,133000 մղոն,13900.0,2018.0,133000.0,Nissan,7.0
Audi A6,2025,$ 15 500,6776 մղոն,15500.0,2025.0,6776.0,Audi,0.0
Audi A6,2023,$ 14 000,32967 մղոն,14000.0,2023.0,32967.0,Audi,2.0
Audi A6,2020,$ 10 500,26780 մղոն,10500.0,2020.0,26780.0,Audi,5.0
Audi e-tron,2022,$ 21 000,31981 մղոն,21000.0,2022.0,31981.0,Audi,3.0
Audi e-tron,2022,$ 21 000,31981 մղոն,21000.0,2022.0,31981.0,Audi,3.0
Audi Q4 Sportback e-tron,2022,$ 19 500,40618 մղոն,19500.0,2022.0,40618.0,Audi,3.0
Lexus GX 460,2022,$ 68 000,10000 կմ,68000.0,2022.0,10000.0,Lexus,3.0
Lixiang Li L7,2025,$ 54 300,27 կմ,54300.0,2025.0,27.0,Lixiang,0.0
Aito 5,2025,֏ 17 600 000,20 կմ,44000.0,2025.0,20.0,Aito,0.0
BMW i4,2024,$ 21 500,21096 մղոն,21500.0,2024.0,21096.0,BMW,1.0
BMW i4,2024,$ 20 500,30051 մղոն,20500.0,2024.0,30051.0,BMW,1.0
Audi A5,2023,$ 12 700,13884 մղոն,12700.0,2023.0,13884.0,Audi,2.0
Kia Forte,2021,$ 4 000,61591 մղոն,4000.0,2021.0,61591.0,Kia,4.0
Kia Forte,2021,$ 3 500,58811 մղոն,3500.0,2021.0,58811.0,Kia,4.0
Audi A5,2024,$ 12 000,13080 մղոն,12000.0,2024.0,13080.0,Audi,1.0
Kia Forte,2023,$ 6 500,29738 մղոն,6500.0,2023.0,29738.0,Kia,2.0
Tesla Model 3,2025,$ 14 300,4970 մղոն,14300.0,2025.0,4970.0,Tesla,0.0
Tesla Model 3,2022,$ 9 200,92253 մղոն,9200.0,2022.0,92253.0,Tesla,3.0
Tesla Model 3,2024,$ 12 700,10695 կմ,12700.0,2024.0,10695.0,Tesla,1.0
Kia Forte,2021,$ 3 000,112077 մղոն,3000.0,2021.0,112077.0,Kia,4.0
Tesla Model Y,2023,$ 12 800,51020 մղոն,12800.0,2023.0,51020.0,Tesla,2.0
Tesla Model 3,2024,$ 13 300,46587 մղոն,13300.0,2024.0,46587.0,Tesla,1.0
Tesla Model Y,2023,$ 12 000,92547 մղոն,12000.0,2023.0,92547.0,Tesla,2.0
Kia Forte,2024,$ 6 500,50779 մղոն,6500.0,2024.0,50779.0,Kia,1.0
Tesla Model 3,2025,$ 14 000,7140 մղոն,14000.0,2025.0,7140.0,Tesla,0.0
Mazda CX 30,2022,$ 16 000,27451 մղոն,16000.0,2022.0,27451.0,Mazda,3.0
Hyundai Elantra,2024,$ 9 200,23508 մղոն,9200.0,2024.0,23508.0,Hyundai,1.0
Kia Forte,2023,$ 6 000,41361 մղոն,6000.0,2023.0,41361.0,Kia,2.0
Hyundai Elantra,2024,$ 9 700,17849 մղոն,9700.0,2024.0,17849.0,Hyundai,1.0
Kia Forte,2024,$ 7 000,9827 մղոն,7000.0,2024.0,9827.0,Kia,1.0
Tesla Model S,2018,$ 5 700,63944 մղոն,5700.0,2018.0,63944.0,Tesla,7.0
Tesla Model 3,2021,$ 8 300,65685 մղոն,8300.0,2021.0,65685.0,Tesla,4.0
Tesla Model Y,2021,$ 10 000,101715 մղոն,10000.0,2021.0,101715.0,Tesla,4.0
Tesla Model 3,2020,$ 6 800,99793 մղոն,6800.0,2020.0,99793.0,Tesla,5.0
Mercedes-Benz GLC 300,2020,$ 19 000,86401 մղոն,19000.0,2020.0,86401.0,Mercedes-Benz,5.0
Hyundai Elantra,2020,$ 4 000,61245 մղոն,4000.0,2020.0,61245.0,Hyundai,5.0
Kia Forte,2021,$ 4 100,36756 մղոն,4100.0,2021.0,36756.0,Kia,4.0
Kia Forte,2021,$ 4 000,38726 մղոն,4000.0,2021.0,38726.0,Kia,4.0
Kia Forte,2021,$ 4 000,108794 մղոն,4000.0,2021.0,108794.0,Kia,4.0
Kia Forte,2020,$ 3 700,60794 մղոն,3700.0,2020.0,60794.0,Kia,5.0
Toyota Corolla,2022,$ 6 000,47818 մղոն,6000.0,2022.0,47818.0,Toyota,3.0
Toyota Corolla,2020,$ 5 200,66505 մղոն,5200.0,2020.0,66505.0,Toyota,5.0
Toyota Corolla,2023,$ 6 400,39663 մղոն,6400.0,2023.0,39663.0,Toyota,2.0
Nissan Sentra,2018,$ 8 500,106653 մղոն,8500.0,2018.0,106653.0,Nissan,7.0
Kia Forte,2022,$ 5 000,76365 մղոն,5000.0,2022.0,76365.0,Kia,3.0
Audi Q7,2022,$ 29 500,53906 մղոն,29500.0,2022.0,53906.0,Audi,3.0
Kia Forte,2021,$ 4 500,63459 մղոն,4500.0,2021.0,63459.0,Kia,4.0
Kia Forte,2021,$ 4 600,53331 մղոն,4600.0,2021.0,53331.0,Kia,4.0
Lexus NX 300h,2021,$ 11 000,55201 մղոն,11000.0,2021.0,55201.0,Lexus,4.0
Zeekr 001,2025,$ 50 150,25 կմ,50150.0,2025.0,25.0,Zeekr,0.0
Lixiang Li L6,2024,$ 38 900,50 կմ,38900.0,2024.0,50.0,Lixiang,1.0
Porsche Taycan,2023,€ 88 500,26350 կմ,221.25,2023.0,26350.0,Porsche,2.0
Porsche Taycan,2021,€ 69 500,19990 կմ,173.75,2021.0,19990.0,Porsche,4.0
Audi Q4 e-tron,2023,€ 47 500,21900 կմ,118.75,2023.0,21900.0,Audi,2.0
Mercedes-Benz GLC 200,2024,€ 90 000,50 կմ,225.0,2024.0,50.0,Mercedes-Benz,1.0
BMW i4,2023,€ 46 500,18500 կմ,116.25,2023.0,18500.0,BMW,2.0
BMW i5,2023,€ 96 000,8550 կմ,240.0,2023.0,8550.0,BMW,2.0
BMW 320,2024,€ 85 000,50 կմ,212.5,2024.0,50.0,BMW,1.0
BMW 228,2024,$ 31 200,17547 մղոն,31200.0,2024.0,17547.0,BMW,1.0
BMW X5,2024,$ 51 000,17446 մղոն,51000.0,2024.0,17446.0,BMW,1.0
BMW i4,2024,€ 57 000,60 կմ,142.5,2024.0,60.0,BMW,1.0
BMW i4,2024,€ 70 000,2550 կմ,175.0,2024.0,2550.0,BMW,1.0
Mercedes-Benz S 580,2021,$ 66 500,84601 մղոն,66500.0,2021.0,84601.0,Mercedes-Benz,4.0
BMW X7,2019,$ 33 000,99453 մղոն,33000.0,2019.0,99453.0,BMW,6.0
Lexus RX 350,2023,$ 43 000,16494 մղոն,43000.0,2023.0,16494.0,Lexus,2.0
Mercedes-Benz GLE 53 AMG Coupe,2021,$ 58 000,53997 մղոն,58000.0,2021.0,53997.0,Mercedes-Benz,4.0
Toyota Avalon,2023,$ 46 000,50 կմ,46000.0,2023.0,50.0,Toyota,2.0
Porsche Taycan,2023,€ 95 000,24900 կմ,237.5,2023.0,24900.0,Porsche,2.0
Porsche Taycan,2021,€ 73 000,38300 կմ,182.5,2021.0,38300.0,Porsche,4.0
Tesla Model Y,2022,$ 35 500,50 կմ,35500.0,2022.0,50.0,Tesla,3.0
Mazda CX9,2008,֏ 3 200 000,249000 կմ,8000.0,2008.0,249000.0,Mazda,17.0
Tesla Model 3,2020,$ 33 000,118800 կմ,33000.0,2020.0,118800.0,Tesla,5.0
Mercedes-Benz C 300,2010,$ 11 200,200000 կմ,11200.0,2010.0,200000.0,Mercedes-Benz,15.0
Chevrolet Malibu,2024,$ 4 600,25300 կմ,4600.0,2024.0,25300.0,Chevrolet,1.0
BMW X6,2024,$ 60 000,21250 մղոն,60000.0,2024.0,21250.0,BMW,1.0
BMW X7,2024,$ 65 000,9251 մղոն,65000.0,2024.0,9251.0,BMW,1.0
Lixiang Li L6,2025,$ 39 000,27 կմ,39000.0,2025.0,27.0,Lixiang,0.0
Tesla Model 3,2018,$ 16 000,104000 կմ,16000.0,2018.0,104000.0,Tesla,7.0
Toyota Rav 4,2021,$ 24 300,98000 կմ,24300.0,2021.0,98000.0,Toyota,4.0
Lexus GX 470,2005,$ 17 900,138000 մղոն,17900.0,2005.0,138000.0,Lexus,20.0
BMW 530,2019,$ 31 000,100000 կմ,31000.0,2019.0,100000.0,BMW,6.0
Toyota BZ3X,2025,$ 25 400,27 կմ,25400.0,2025.0,27.0,Toyota,0.0
BMW X7,2024,$ 65 000,8946 մղոն,65000.0,2024.0,8946.0,BMW,1.0
Chevrolet Corvette,2021,$ 39 000,12665 մղոն,39000.0,2021.0,12665.0,Chevrolet,4.0
Chevrolet Corvette,2023,$ 50 000,4911 մղոն,50000.0,2023.0,4911.0,Chevrolet,2.0
BMW X6,2020,$ 39 000,93864 մղոն,39000.0,2020.0,93864.0,BMW,5.0
Arcfox Alpha T5,2025,֏ 11 800 000,520 կմ,29500.0,2025.0,520.0,Arcfox,0.0
Mercedes-Benz ML 350,2007,$ 10 300,250000 մղոն,10300.0,2007.0,250000.0,Mercedes-Benz,18.0
Chevrolet Malibu,2023,$ 3 600,105100 կմ,3600.0,2023.0,105100.0,Chevrolet,2.0
Mercedes-Benz E 300,2018,$ 37 000,120000 կմ,37000.0,2018.0,120000.0,Mercedes-Benz,7.0
Ford Fusion,2016,$ 16 000,80000 մղոն,16000.0,2016.0,80000.0,Ford,9.0
Infiniti QX50,2022,$ 30 000,15000 կմ,30000.0,2022.0,15000.0,Infiniti,3.0
Mercedes-Benz E 350,2010,$ 15 400,212000 կմ,15400.0,2010.0,212000.0,Mercedes-Benz,15.0
Mercedes-Benz C 63 AMG,2021,€ 92 000,35600 կմ,230.0,2021.0,35600.0,Mercedes-Benz,4.0
Mercedes-Benz GLA 200,2024,€ 70 000,50 կմ,175.0,2024.0,50.0,Mercedes-Benz,1.0
Mercedes-Benz C 63 AMG,2021,€ 93 000,34990 կմ,232.5,2021.0,34990.0,Mercedes-Benz,4.0
Mercedes-Benz EQE,2022,€ 53 000,12300 կմ,132.5,2022.0,12300.0,Mercedes-Benz,3.0
BMW 440,2023,€ 83 000,9870 կմ,207.5,2023.0,9870.0,BMW,2.0
BMW X7,2021,€ 100 000,39600 կմ,250.0,2021.0,39600.0,BMW,4.0
Mercedes-Benz GLC 200,2022,€ 66 000,13980 կմ,165.0,2022.0,13980.0,Mercedes-Benz,3.0
Chevrolet Volt,2016,$ 11 000,13000 կմ,11000.0,2016.0,13000.0,Chevrolet,9.0
Nissan Tiida,2007,$ 6 800,250000 կմ,6800.0,2007.0,250000.0,Nissan,18.0
Porsche Macan,2018,$ 40 000,55000 մղոն,40000.0,2018.0,55000.0,Porsche,7.0
Infiniti QX60,2022,$ 55 000,24000 կմ,55000.0,2022.0,24000.0,Infiniti,3.0
Mercedes-Benz GLC 200,2022,€ 67 000,11780 կմ,167.5,2022.0,11780.0,Mercedes-Benz,3.0
Chevrolet Aveo,2011,$ 3 900,210000 կմ,3900.0,2011.0,210000.0,Chevrolet,14.0
Porsche Macan,2022,€ 98 000,680 կմ,245.0,2022.0,680.0,Porsche,3.0
BMW iX,2022,€ 53 000,22550 կմ,132.5,2022.0,22550.0,BMW,3.0
BMW iX,2023,€ 60 000,6450 կմ,150.0,2023.0,6450.0,BMW,2.0
BMW M4,2023,€ 73 000,12650 կմ,182.5,2023.0,12650.0,BMW,2.0
BMW X5,2022,€ 82 000,25950 կմ,205.0,2022.0,25950.0,BMW,3.0
BYD Yuan Up,2025,$ 16 000,27 կմ,16000.0,2025.0,27.0,BYD,0.0
Tesla Model Y,2023,€ 42 000,14050 կմ,105.0,2023.0,14050.0,Tesla,2.0
Porsche Macan,2024,€ 92 000,999 կմ,230.0,2024.0,999.0,Porsche,1.0
Mercedes-Benz GLC 200,2023,€ 74 500,50 կմ,186.25,2023.0,50.0,Mercedes-Benz,2.0
Arcfox Alpha T5,2025,֏ 11 800 000,520 կմ,29500.0,2025.0,520.0,Arcfox,0.0
Porsche Macan,2023,€ 93 000,50 կմ,232.5,2023.0,50.0,Porsche,2.0
Mercedes-Benz GLC 200,2023,€ 72 000,50 կմ,180.0,2023.0,50.0,Mercedes-Benz,2.0
BMW 520,2023,€ 64 000,8050 կմ,160.0,2023.0,8050.0,BMW,2.0
Audi Q8 e-tron,2023,€ 70 000,4550 կմ,175.0,2023.0,4550.0,Audi,2.0
Mercedes-Benz G 550,2020,$ 90 000,32725 մղոն,90000.0,2020.0,32725.0,Mercedes-Benz,5.0
Opel Astra,1999,$ 4 200,258000 կմ,4200.0,1999.0,258000.0,Opel,26.0
BMW 520,2024,€ 91 000,2500 կմ,227.5,2024.0,2500.0,BMW,1.0
BMW 520,2023,€ 96 000,50 կմ,240.0,2023.0,50.0,BMW,2.0
BMW 520,2024,€ 86 000,4900 կմ,215.0,2024.0,4900.0,BMW,1.0
BMW 520,2022,€ 55 000,6500 կմ,137.5,2022.0,6500.0,BMW,3.0
Mercedes-Benz EQC,2022,€ 46 500,11944 կմ,116.25,2022.0,11944.0,Mercedes-Benz,3.0
Mercedes-Benz C 300,2022,€ 56 000,15580 կմ,140.0,2022.0,15580.0,Mercedes-Benz,3.0
Mercedes-Benz E 200,2024,$ 96 000,50 կմ,96000.0,2024.0,50.0,Mercedes-Benz,1.0
BMW i7,2022,€ 99 000,19950 կմ,247.5,2022.0,19950.0,BMW,3.0
Mercedes-Benz GLC 200,2024,€ 100 000,50 կմ,250.0,2024.0,50.0,Mercedes-Benz,1.0
BMW 840,2020,€ 85 000,46550 կմ,212.5,2020.0,46550.0,BMW,5.0
Mercedes-Benz C 220,2024,€ 85 000,50 կմ,212.5,2024.0,50.0,Mercedes-Benz,1.0
Audi Q8,2024,€ 97 000,50 կմ,242.5,2024.0,50.0,Audi,1.0
BMW X6,2022,€ 100 000,23700 կմ,250.0,2022.0,23700.0,BMW,3.0
Audi Q8 e-tron,2023,€ 85 000,50 կմ,212.5,2023.0,50.0,Audi,2.0
Mercedes-Benz CLA 220,2024,€ 73 500,50 կմ,183.75,2024.0,50.0,Mercedes-Benz,1.0
Nissan Tiida,2006,$ 6 700,240000 կմ,6700.0,2006.0,240000.0,Nissan,19.0
Kia Sportage,2022,$ 8 000,77120 մղոն,8000.0,2022.0,77120.0,Kia,3.0
Kia Sportage,2024,$ 10 000,8520 մղոն,10000.0,2024.0,8520.0,Kia,1.0
Kia Sportage,2024,$ 10 500,25584 կմ,10500.0,2024.0,25584.0,Kia,1.0
Kia Sportage,2020,$ 4 000,99039 մղոն,4000.0,2020.0,99039.0,Kia,5.0
Nissan Teana,2006,$ 6 100,75000 կմ,6100.0,2006.0,75000.0,Nissan,19.0
Toyota Camry,2025,$ 14 000,23725 մղոն,14000.0,2025.0,23725.0,Toyota,0.0
Mercedes-Benz CLA 200,2024,€ 49 700,50 կմ,124.25,2024.0,50.0,Mercedes-Benz,1.0
Audi e-tron,2019,$ 13 000,118188 մղոն,13000.0,2019.0,118188.0,Audi,6.0
Land Rover Range Rover Velar,2019,$ 16 000,69714 մղոն,16000.0,2019.0,69714.0,Land,6.0
Nissan Kicks,2021,$ 3 700,46738 մղոն,3700.0,2021.0,46738.0,Nissan,4.0
Nissan Kicks,2022,$ 4 400,19909 մղոն,4400.0,2022.0,19909.0,Nissan,3.0
Infiniti QX50,2019,$ 6 000,35726 մղոն,6000.0,2019.0,35726.0,Infiniti,6.0
Infiniti QX80,2020,$ 11 500,88330 մղոն,11500.0,2020.0,88330.0,Infiniti,5.0
Mercedes-Benz C 300,2020,$ 9 000,53928 մղոն,9000.0,2020.0,53928.0,Mercedes-Benz,5.0
Infiniti Q60,2020,$ 6 000,96104 կմ,6000.0,2020.0,96104.0,Infiniti,5.0
Nissan Sentra,2019,$ 2 500,81810 մղոն,2500.0,2019.0,81810.0,Nissan,6.0
Tesla Model Y,2021,$ 28 000,34000 կմ,28000.0,2021.0,34000.0,Tesla,4.0
Toyota Camry,2020,$ 8 000,82796 մղոն,8000.0,2020.0,82796.0,Toyota,5.0
Nissan Sentra,2019,$ 2 500,77797 մղոն,2500.0,2019.0,77797.0,Nissan,6.0
Ford Fusion,2019,$ 3 200,78674 մղոն,3200.0,2019.0,78674.0,Ford,6.0
Hyundai Sonata,2022,$ 5 600,61713 մղոն,5600.0,2022.0,61713.0,Hyundai,3.0
Ford Fusion,2019,$ 4 000,40287 մղոն,4000.0,2019.0,40287.0,Ford,6.0
Dodge Journey,2020,$ 3 700,94550 մղոն,3700.0,2020.0,94550.0,Dodge,5.0
Hyundai Elantra,2020,$ 4 300,59219 մղոն,4300.0,2020.0,59219.0,Hyundai,5.0
Hyundai Sonata,2022,$ 6 500,33316 մղոն,6500.0,2022.0,33316.0,Hyundai,3.0
Hyundai Sonata,2021,$ 7 700,14898 մղոն,7700.0,2021.0,14898.0,Hyundai,4.0
Hyundai Sonata,2021,$ 7 500,49638 մղոն,7500.0,2021.0,49638.0,Hyundai,4.0
Chevrolet Cruze,2018,$ 2 500,77901 մղոն,2500.0,2018.0,77901.0,Chevrolet,7.0
Tesla Model Y,2020,$ 10 000,22442 մղոն,10000.0,2020.0,22442.0,Tesla,5.0
Bentley Continental GT,2022,$ 105 000,11453 մղոն,105000.0,2022.0,11453.0,Bentley,3.0
Arcfox Alpha T5,2025,֏ 11 800 000,520 կմ,29500.0,2025.0,520.0,Arcfox,0.0
Opel Astra,1998,$ 4 800,410000 կմ,4800.0,1998.0,410000.0,Opel,27.0
Toyota Camry,2021,$ 23 000,31500 կմ,23000.0,2021.0,31500.0,Toyota,4.0
Land Rover Range Rover,2019,$ 32 500,94061 մղոն,32500.0,2019.0,94061.0,Land,6.0
Chevrolet Malibu,2020,$ 2 900,70900 կմ,2900.0,2020.0,70900.0,Chevrolet,5.0
Mazda 6,2018,$ 18 500,110000 կմ,18500.0,2018.0,110000.0,Mazda,7.0
Toyota Rav 4,2012,$ 17 000,70000 մղոն,17000.0,2012.0,70000.0,Toyota,13.0
Chevrolet Volt,2014,$ 8 200,150000 կմ,8200.0,2014.0,150000.0,Chevrolet,11.0
Toyota Alphard,2006,$ 12 500,301000 կմ,12500.0,2006.0,301000.0,Toyota,19.0
JAC T9,2025,$ 43 000,46 կմ,43000.0,2025.0,46.0,JAC,0.0
Kia Sportage,2017,$ 11 800,100000 մղոն,11800.0,2017.0,100000.0,Kia,8.0
Porsche Macan,2021,$ 45 000,37000 կմ,45000.0,2021.0,37000.0,Porsche,4.0
Mercedes-Benz CLA 250,2023,$ 37 500,23000 կմ,37500.0,2023.0,23000.0,Mercedes-Benz,2.0
Zeekr X,2024,֏ 15 900 000,20 կմ,39750.0,2024.0,20.0,Zeekr,1.0
Lixiang Li L7,2025,֏ 26 000 000,15 կմ,65000.0,2025.0,15.0,Lixiang,0.0
Opel Astra,2000,$ 5 500,185000 կմ,5500.0,2000.0,185000.0,Opel,25.0
BYD Yuan Up,2025,֏ 10 500 000,15 կմ,26250.0,2025.0,15.0,BYD,0.0
BYD Song Plus,2025,֏ 13 500 000,20 կմ,33750.0,2025.0,20.0,BYD,0.0
Audi Q4 e-tron,2024,֏ 16 500 000,15 կմ,41250.0,2024.0,15.0,Audi,1.0
BYD Qin Plus,2024,֏ 10 500 000,15 կմ,26250.0,2024.0,15.0,BYD,1.0
Volkswagen ID.4,2024,֏ 14 500 000,20 կմ,36250.0,2024.0,20.0,Volkswagen,1.0
BYD Yuan Up,2025,֏ 8 900 000,15 կմ,22250.0,2025.0,15.0,BYD,0.0
Zeekr 007,2024,֏ 16 900 000,20 կմ,42250.0,2024.0,20.0,Zeekr,1.0
BYD Yuan Plus,2024,֏ 11 300 000,15 կմ,28250.0,2024.0,15.0,BYD,1.0
BYD Song Plus,2025,֏ 12 900 000,15 կմ,32250.0,2025.0,15.0,BYD,0.0
Volkswagen iD.6,2024,֏ 16 500 000,15 կմ,41250.0,2024.0,15.0,Volkswagen,1.0
BYD Song L,2024,֏ 17 500 000,15 կմ,43750.0,2024.0,15.0,BYD,1.0
Changan Deepal S07,2025,$ 24 500,27 կմ,24500.0,2025.0,27.0,Changan,0.0
BYD Song Plus,2024,֏ 11 900 000,15 կմ,29750.0,2024.0,15.0,BYD,1.0
BYD E2,2024,֏ 7 900 000,15 կմ,19750.0,2024.0,15.0,BYD,1.0
Changan E-Star,2023,֏ 5 900 000,15 կմ,14750.0,2023.0,15.0,Changan,2.0
Zeekr 001,2024,֏ 25 400 000,15 կմ,63500.0,2024.0,15.0,Zeekr,1.0
BYD SEA Lion 07,2024,֏ 15 900 000,15 կմ,39750.0,2024.0,15.0,BYD,1.0
BYD Sea Lion 05,2025,֏ 11 900 000,15 կմ,29750.0,2025.0,15.0,BYD,0.0
Fangchengbao Leopard 3,2025,֏ 12 500 000,15 կմ,31250.0,2025.0,15.0,Fangchengbao,0.0
BYD SEA Lion 07,2025,֏ 16 500 000,15 կմ,41250.0,2025.0,15.0,BYD,0.0
Fangchengbao Leopard 3,2025,֏ 13 500 000,15 կմ,33750.0,2025.0,15.0,Fangchengbao,0.0
BYD e2,2025,֏ 8 500 000,15 կմ,21250.0,2025.0,15.0,BYD,0.0
BYD Yuan Up,2025,֏ 8 500 000,15 կմ,21250.0,2025.0,15.0,BYD,0.0
Lexus RX 350,2021,$ 61 000,7200 մղոն,61000.0,2021.0,7200.0,Lexus,4.0
Mercedes-Benz GLC 300,2020,$ 67 000,50000 կմ,67000.0,2020.0,50000.0,Mercedes-Benz,5.0
Toyota Camry,2018,$ 24 500,80000 կմ,24500.0,2018.0,80000.0,Toyota,7.0
Mercedes-Benz E 350,2012,$ 18 700,60000 մղոն,18700.0,2012.0,60000.0,Mercedes-Benz,13.0
Toyota Camry,2016,$ 21 800,129000 կմ,21800.0,2016.0,129000.0,Toyota,9.0
Mercedes-Benz GLE 350,2020,$ 67 000,27500 մղոն,67000.0,2020.0,27500.0,Mercedes-Benz,5.0
Kia Sportage,2015,$ 13 500,93000 մղոն,13500.0,2015.0,93000.0,Kia,10.0
Toyota Camry,2022,$ 35 000,25000 կմ,35000.0,2022.0,25000.0,Toyota,3.0
Hyundai Sonata,2019,$ 17 500,87000 կմ,17500.0,2019.0,87000.0,Hyundai,6.0
Toyota Camry,2020,$ 23 000,51000 կմ,23000.0,2020.0,51000.0,Toyota,5.0
VAZ (Lada) 2107,2000,֏ 1 350 000,150000 կմ,3375.0,2000.0,150000.0,VAZ,25.0
Porsche Cayenne,2013,$ 21 000,150000 կմ,21000.0,2013.0,150000.0,Porsche,12.0
Arcfox Alpha T5,2025,֏ 10 600 000,520 կմ,26500.0,2025.0,520.0,Arcfox,0.0
Nissan Note,2019,$ 8 000,109000 կմ,8000.0,2019.0,109000.0,Nissan,6.0
Nissan Note,2020,$ 9 000,95000 կմ,9000.0,2020.0,95000.0,Nissan,5.0
Chevrolet Volt,2014,$ 7 500,224000 կմ,7500.0,2014.0,224000.0,Chevrolet,11.0
Hyundai Kona,2023,$ 17 000,24000 մղոն,17000.0,2023.0,24000.0,Hyundai,2.0
Mercedes-Benz Sprinter,2008,$ 13 500,197000 կմ,13500.0,2008.0,197000.0,Mercedes-Benz,17.0
VAZ (Lada) NIVA Legend,2023,$ 12 200,24000 կմ,12200.0,2023.0,24000.0,VAZ,2.0
Ford Fusion,2020,$ 9 000,110000 մղոն,9000.0,2020.0,110000.0,Ford,5.0
Ford Fusion,2019,$ 9 200,79000 մղոն,9200.0,2019.0,79000.0,Ford,6.0
Nissan Rogue,2020,$ 9 700,91000 մղոն,9700.0,2020.0,91000.0,Nissan,5.0
